ID,TWEET,EMOTION,INTENSITY
10078,haley it does if one person ruins season 13 for me I will be so angry,angry,0.7290000000000001
10079,What the fuck am I supposed to do with no lunch no dinner no money and I m off to work hangry day5,angry,0.7290000000000001
10080,not only are your buses unreliable your e ticket app is too unable to get on two buses and late for work fuming useless reply,angry,0.8640000000000001
10081,So my Indian Uber driver just called someone the N word If I wasn t in a moving vehicle I d have jumped out disgusted offended,angry,0.7290000000000001
10082,The liberal outrage over don king saying the N word really angers me The white yuppie progressives can go fuck themselves shame on blacks,angry,0.863
10083,Just paid for chicken at and didn t even get any there goes 4 dollars and me as a customer angry,angry,0.7290000000000001
10084,but that was a mistake and a half assed excuse and now here i am burning in hell forever,angry,0.7290000000000001
10085,you have had from me over the years is irrelevant Its an absolute joke manutd ticketing fuming noloyalty joke notimpressed,angry,0.873
10086,Part 2 was buzzing for a cheeky squashie or two this was NOT what i expected SORT IT OUT food angry,angry,0.5379999999999999
10087,Tasers immobilize if you taser someone why the fuck do you need to shoot them one second later This is really sick wtf murder,angry,0.7290000000000001
10088,Bes You don t just tell a true blooded hoopjunkie to switch a f c team that juz destroyed your own team You juz don t,angry,0.7290000000000001
10089,fucked my coupon that goal raging,angry,0.7290000000000001
10090,LVG bribed all the refs against Utd for his own personal revenge That was a foul you prick,angry,0.7290000000000001
10091,Now that the whole clown rage has scared me shitless I m gonna go cry in my room,angry,0.7290000000000001
10092,Worst juror ever Michelle You were Nicole s biggest threat bitter bb18,angry,0.7290000000000001
10093,Your twitter picture just makes me fume,angry,0.7290000000000001
10094,you are a cruel cruel man therewillbeblood,angry,0.775
10095,That s really it for my madden career that game sucks ea sports does a piss poor job every year on that shit,angry,0.867
10096,Ha Right I m from San Jose CA and I was offended right there with you Dave go on a walk or something next time,angry,0.831
10097,something needs to be done about people hogging machines nobody can use 3 machines at one time notfair whypay,angry,0.708
10098,I wonder what American city will be next to protest about police shootings Who s next Smh whenwillitstop angry howmanymoretimes,angry,0.708
10099,another angry white man,angry,0.708
10100,Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES rage,angry,0.759
10101,The majority of people irritate the fuck out of me cba with people ahahah,angry,0.862
10102,perria a multimillionaire spoiled brat who gets In a self righteous huff bc his friend is Muslim is a non starter bye,angry,0.708
10103,Wont use using again These guys cant get nothing right,angry,0.708
10104,don t provoke me to anger,angry,0.708
10105,You complain all the time and then wonder why people never want to see you You acc rile me up Stfuuu,angry,0.708
10106,Bloods boiling,angry,0.708
10107,Leave it on there rule nimber 1 of carpet cleaning furious worsethananatomicbomb accidentlyspillbeeronthecarpet,angry,0.708
10108,wallah my blood is boiling I need to take a nap ugh,angry,0.8170000000000001
10109,I swear if blocks me I m going to hit her back,angry,0.708
10110,I am angry at the student for being a racist and the teacher for not stopping it and at the class for letting it go by,angry,0.708
10111,I m about to block everyone everywhere posting about the storm I think everyone is aware of the damn rain and what not so quit damn rage,angry,0.708
10112,I m just a fuming ball of anger today,angry,0.708
10113,I didn t find out about this till today due to my bff telling me I am so disgusted and offended by this,angry,0.75
10114,thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA thanks angry,angry,0.688
10115,A not turning up Why am I not surprised Late for work again fuming,angry,0.688
10116,Police Officers should NOT have the right to just shoot human beings without provocation It s wrong n n,angry,0.688
10117,angry already,angry,0.688
10118,flat party and I instantly get bollocked about it fuming,angry,0.69
10119,add tracking but resent them,angry,0.688
10120,This man is an affront to our justice system,angry,0.688
10121,SOMEONE LET SNAKES IN MY HOUSE I BET IT Boi Huck I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM HuckFP2,angry,0.764
10122,ummm the blog says with Simon Stehr faking 7th I ll expect an investigation forthwith This is an outrage,angry,0.688
10123,black armed thug with a record carrying gun illegally gets shot by black cop outrage This is a joke Let em destroy their town,angry,0.688
10124,wakes up and says have you tried changing her nappy rage,angry,0.688
10125,Someone needs to tell Candice she ll be stuck with that shitty pout if the wind changes GBBO,angry,0.688
10126,turn that shit off Home Button under Accessibility n nWhen did innovation become mind fuckery iphonePhoneHome,angry,0.688
10127,I just love it when people make plans for me without actually including me in this process rage,angry,0.688
10128,Smh remove ideologically bankrupt and opportunistic establishment now They re burning all bridges and social contracts anger,angry,0.688
10129,where s your outrage that your party nominated a lying corrupt person And received donations from nations who support terror,angry,0.7659999999999999
10130,how can you even forget to pick ur fave child up from school offended,angry,0.688
10131,I get so angry at people that don t know that you don t have a stop sign on Francis and you do at Foster road rage,angry,0.688
10132,they irritate me Them and their inch thick made up masks,angry,0.667
10133,fucked my coupon that goal,angry,0.667
10134,How was Natalie one of the top three favorites toofaced and bitter,angry,0.667
10135,Democrats and their voters have zero tolerance for honesty They associate honesty with anger and hate,angry,0.667
10136,rage The CrookedCourt said rage MANY times to explain away the brutal killings of Petits by Hayes amp Komisarjevsky,angry,0.667
10137,To Why can t we brothers protect one another No one s serious and it makes me furious Don t be misled just think of Fred mayfield,angry,0.578
10138,wakes up and says have you tried changing her nappy,angry,0.667
10139,you have had from me over the years is irrelevant Its an absolute joke manutd ticketing noloyalty joke notimpressed,angry,0.667
10140,All hell is breaking loose in Charlotte CharlotteProtest anger looting,angry,0.667
10141,There s this Bpharm4 guy Eish that guy brings anger into my life When I see him nje like darkness fills me will know,angry,0.667
10142,i had an hour of football practice under the boiling sun and now i have 2hr volleyball practice under the BOILING SUN AGAIN,angry,0.667
10143,testing angry,angry,0.667
10144,put so much artefact points into fury and cant raid literally wasted 1 month of my life Thanks blizzard,angry,0.667
10145,How is it suppose to work if you do that Wtf dude Thanks for pissing me off furious,angry,0.833
10146,i was angry,angry,0.667
10147,That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave fume,angry,0.667
10148,Congratulations your Free 1 month has been activated Then charges 34 80 the same month Absolutely furious,angry,0.667
10149,Hell hath no fury like a women scorned It s the affair Not the parenting,angry,0.667
10150,straight people are canoodling on the quad and I m offended,angry,0.648
10151,I can definitely feel my irritation today lord give me strength,angry,0.667
10152,against Chelsea anything is possible haha I m fuming about that bet,angry,0.6459999999999999
10153,When you break a record in madden I wish it didn t say the same shit after every rush like you just broke the record shutupphilsimms,angry,0.812
10154,apparently you are to contact me Sofas were meant to be delivered today Old ones gone Sitting on floor No sofas fuming,angry,0.6459999999999999
10155,I have 1000 rabid grizzly bears I m going to scatter in neighborhoods all over America n nThey re poor refugees n n InYourNeighborhoodNotDC,angry,0.6459999999999999
10156,why dont blm thugs want justice when its black on black gang crime They only rage and cry racism when its a cop,angry,0.6459999999999999
10157,I ll be honest I hope that annoying Southern bint with the look at me pout goes out this week Selasi FTW,angry,0.6459999999999999
10158,Zero help from customer service Just pushing the buck back and forth and promising callbacks that don t happen loathing,angry,0.6459999999999999
10159,he s stupid I hate him lol bitter,angry,0.6459999999999999
10160,what a joke Cut our internet off early by mistake and then don t reinstate it when we no longer need an engineer,angry,0.6459999999999999
10161,yeah I received a fine today which I am furious about currently appealing it after being a member for so long,angry,0.6459999999999999
10162,People irritate me,angry,0.6459999999999999
10163,Men in rage strike those that wish them best rage emotions negative positive wish strike martial arts control believe best hope,angry,0.6459999999999999
10164,In 2016 Black people are STILL fighting to be recognized as human beings cantsleep,angry,0.6459999999999999
10165,I swear if blocks me I m going to hit her back revenge,angry,0.6459999999999999
10166,what a joke Cut our internet off early by mistake and then don t reinstate it when we no longer need an engineer fuming,angry,0.6459999999999999
10167,47 unarmed blacks killed by white cops in 2015 That many die every month in Chicago wheres the outrage,angry,0.6459999999999999
10168,uk why does tracking show my equipment delivered when it wasn t Why is my service suddenly delayed We ve already 3 weeks,angry,0.6459999999999999
10169,Does she really need to pout all the time getting on my nerves GBBO,angry,0.6459999999999999
10170,Ever put your fist through your laptops screen If so its time for a new one lmao rage anger hp,angry,0.6459999999999999
10171,Maybe also being attacked by Tom s rabid fans to whom he amp his clothes were always perfect also put me off him,angry,0.6459999999999999
10172,Dear future big brother players just chase dick all season and you too can win 500 00 dollars and an Sti bb18 bitter,angry,0.6459999999999999
10173,salupa5 Nobody in that street burning and looting and terrifying innocent citizens was there either,angry,0.556
10174,nothappy and still charging the fullprice fuming some your bestrides,angry,0.6459999999999999
10175,Forgot to eat dinner and now I m furious with everything and everyone,angry,0.6459999999999999
10176,the girl sitting in front of me is chewing her gum like a cow amp im ready to snap,angry,0.6459999999999999
10177,both are nonsensical If there s injustice against blacks why add to it by destroying black property It s misdirected anger,angry,0.69
10178,Can someone make me a priority list of which things I should be outraged at in which order racism animalrights abortion cops,angry,0.6459999999999999
10179,wow My bill is 44 77 and hav a text from u to prove that and you have taken 148 swines con,angry,0.6459999999999999
10180,You a fuck boy if you run drag routes back to back in madden,angry,0.6459999999999999
10181,I got fever highs nI got boiling blood,angry,0.6459999999999999
10182,he has BAD TEMPERAMENT tantrums HissyFits,angry,0.6459999999999999
10183,I can t even right now bb18 rage,angry,0.6459999999999999
10185,Why are people that don t have iPhones so bitter about iPhones Can someone explain,angry,0.625
10186,The guy who calls people cuck and is anti BLM is offended by idea that he might not be pro policing reform That s amazing,angry,0.625
10187,always unhappy and easily offended,angry,0.531
10188,shameful display I watched today has left me reeling with so much anger dt I feel like exploding those clowns should watch it,angry,0.625
10189,All hell is breaking loose in Charlotte CharlotteProtest looting,angry,0.625
10190,When you ve still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us KirstyGA oldcunt,angry,0.625
10191,Half of Epicenter is shut down its police all over y all I just burst out in tears this is fucking terrible KeithLamontScott,angry,0.625
10192,Not giving a fuck is better than revenge,angry,0.625
10193,we about to get shit on by the wrath of winter out of nowhere,angry,0.625
10194,WHY though Why did u want to offend Americans,angry,0.625
10195,47 unarmed blacks killed by white cops in 2015 That many die every month in Chicago wheres the,angry,0.625
10196,I don t think Monalisa has respect for anyone but herself I think she ll ruffle a few feathers TheJail,angry,0.625
10197,UK I asked for my parcel to be delivered to a pick up store not my address poorcustomerservice,angry,0.625
10198,Thought the Xbox one s madden bundle would come with a physical copy of madden not a code it s gonna take fucking forever to download lol,angry,0.625
10199,he has BAD TEMPERAMENT HissyFits,angry,0.625
10200,My blood is so bitter for satan to test becouse cleanse by the blood of Jesus christ amen,angry,0.5429999999999999
10201,The new gun emoji in iOS10 is not enough to show the anger I have towards a number of things,angry,0.625
10202,USA she is just jealous and a cry baby bitter gladsheisgone crybaby,angry,0.5710000000000001
10203,I just wanna know why there s no outrage for black on black crime and no one knows those victims but BLM is out to kill cops based on media,angry,0.625
10204,Forever angry that gh ruined Molly and morgan s bond friendship bitter,angry,0.625
10205,Spurs radio commentator referred to Mauricio Pochettino as MoPo and I felt a sudden surge of rage,angry,0.625
10206,huh We have a sprint coach We re the slowest team in the comp Talk about robbing a living outrage,angry,0.625
10207,Can t believe I ve only got 2 days off left backtoreality raging,angry,0.625
10208,fuming,angry,0.625
10209,Taking a break from the wedding to rage at the general stupidity of certain people on the internet,angry,0.625
10210,Ever put your fist through your laptops screen If so its time for a new one lmao hp,angry,0.625
10211,My brother grabbed me in a aggressive manner and as always threw tantrums like a kid only knowing how to express himself,angry,0.625
10212,Don t join they put the phone down on you talk over you and are rude Taking money out of my acc willynilly,angry,0.604
10213,I assure you there is no laughter but increasing anger at the costs and arrogance of Westminster,angry,0.604
10214,People need a way to escape escape what This corrupted world This reality This joke This fury of constant pain amp stress We need a vacation,angry,0.604
10215,I love my black people I really really do But my people really do irritate the living hell outta me all cause I m different,angry,0.604
10218,UK not received verification email asked for it to be resent 5 times still nothing,angry,0.604
10219,Unbelievable takes 10 minutes to get through to then there s a fault and the call hangs up treatcustomersfairly,angry,0.604
10220,0004 No justification for shooting without provocation even if the person has a bad history Justification is not the way to go,angry,0.604
10221,I genuinely think I have anger issues,angry,0.604
10222,that Im honestly offended,angry,0.604
10223,Michelle is one of the worst players in bb history bb18 bbfinale bitter,angry,0.604
10224,I m so annoyed sad YouTube is burning itself to the ground,angry,0.604
10225,How can I tell Happy Anniversary when u are not happy bitter ampalaya paitpaitanangpeg,angry,0.604
10226,Just paid for chicken at and didn t even get any there goes 4 dollars and me as a customer,angry,0.604
10227,Never forget that 5Live cancelled programs to allow them to extend 606 so people could call in and detail their outrage after our behaviour,angry,0.596
10228,When someone rudely says all women should have long hair and your inner feminist tries not to rage,angry,0.604
10229,Absolutely raging at the changes to CAS what a joke,angry,0.604
10230,Girls irritate me so much lol,angry,0.527
10231,I m waiting for you to figure out I m like from 0 to 100 real quick with the irritation,angry,0.604
10232,listen yh don t provoke me cos I ll make you cry,angry,0.604
10234,Bloody parking ticket,angry,0.583
10235,apparently you are to contact me Sofas were meant to be delivered today Old ones gone Sitting on floor No sofas,angry,0.583
10236,Sam yes we have Not helpful at all We need this sorting ASAP You keep promising stuff that doesn t happen,angry,0.583
10237,They re like the rape apologists who inadvertently make men sound like rabid mindless beasts With friends like these,angry,0.583
10238,And she got all angry telling me but what would be doing a 40 year old guy looking for a girl like you and I felt offended,angry,0.583
10239,Name shot by black police woman Typical looney toon thinking Hillary divide chaos,angry,0.583
10240,sex offense happens across ALL races cultures and creeds amp they should be castrated,angry,0.629
10241,Prudence suggests that a 8 bump over 2 3 weeks should be viewed with SKEPTICISM Media HRC axis angry,angry,0.583
10242,a rabid dog being ridden by the child who has eaten all the flesh off one fellow and the limbs of the other adults,angry,0.583
10243,that is one thing but attacking and hating is worse that makes us just like the angry vengeful behavior we detest,angry,0.583
10244,Delete this shit Josh just screenshotted my snap me,angry,0.583
10245,Can someone make me a priority list of which things I should be outraged at in which order outrage racism animalrights abortion cops,angry,0.583
10246,true Just me spitting venom because I m still bitter with Stripe Like an old man yelling from his porch,angry,0.583
10247,i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character fuming,angry,0.583
10248,I wonder what would happen if I were to tell some people the truth savage uhoh angry,angry,0.583
10249,You will never find someone who loved you like I did And that my love will be my revenge,angry,0.583
10250,A not turning up Why am I not surprised Late for work again,angry,0.583
10251,If you be angry which may be the case amp which may be unavoidable see that the sudden excitement does not become sin AlbertBarnes,angry,0.583
10252,shit doesn t even begin to describe these fiery little demons straight from hell,angry,0.583
10253,I am just so bitter today,angry,0.583
10255,yandian her team must draw from a hat for daily personality drugged angry yeller quiet screamer,angry,0.583
10256,Heading home to cut grass in the heat All I wanna do is go out to eat somewhere air conditioned pout AdultingIsTheWorst,angry,0.583
10257,OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH rage,angry,0.583
10258,i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character,angry,0.583
10259,specific amp intentional way And part of that intention is to provoke conversation around systemic racism towards blacks,angry,0.583
10260,I gave up KENDRICK LAMAR to eat barbecue with him bitter,angry,0.583
10261,then he said talking about wills uncontrollable animals when moving to another link These comments do not help,angry,0.583
10262,sorry I m just angry my drone flew away,angry,0.583
10263,id be fuming,angry,0.583
10264,shut up hashtags are cool offended,angry,0.562
10265,I know you trusted me His words were soft as he ignored the anger and focused on the hurt beneath I know I screwed up,angry,0.562
10266,I wonder what American city will be next to protest about police shootings Who s next Smh whenwillitstop howmanymoretimes,angry,0.562
10267,Why mfs so bitter,angry,0.562
10268,im on holiday for the next round fuming,angry,0.562
10269,Did we miss the fact that BurkeRamsey swung amp hit his sister JonBenet in the face with a golf club previously out of a fit of anger,angry,0.598
10270,The point of voting for Trump to push all the pieces off the board game like an angry toddler Wreck everything for everybody,angry,0.562
10271,Like if you aggravate me constantly byeeeeeeee,angry,0.562
10272,RIP to the 100s of black men women CHILDREN killed in Chicago Where is the outrage,angry,0.562
10273,Inpouring this letter we are dying over against subsist checking quaint virtuoso ways toward fine huff yours l,angry,0.562
10274,hitting your children as discipline because you re being quite a raging hypocrite if you re not,angry,0.562
10275,sorry im so bitter i just i either want a pure ur or literally any card from the sets i like but every time i draw for the sets i like gt,angry,0.562
10276,What King says doesn t matter The fact he came w psycho Don is by far more of an affront,angry,0.562
10277,Bloody right,angry,0.562
10278,i have so much hw tonight im offended,angry,0.519
10279,Like hello I am your first born you must always laugh at my jokes offended,angry,0.562
10280,the outrage has passed and has been replaced by a mute fatalistic acceptance of the current situation fatalism,angry,0.562
10281,Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES,angry,0.562
10282,and apparently he s supposed to have a Scottish accent I m offended,angry,0.562
10283,seek to conduct attacks against Israel intended to provoke a reaction that would further inflame feeling within the Islamic world,angry,0.562
10284,Lost Frequencies Janieck Devy Reality Gestort Aber Geil Remix is raging at ShoutDRIVE,angry,0.562
10285,92 what I miss outrage,angry,0.562
10286,It s Eye for Eye Indian Army never forgives Never Forgets They always take revenge Pakistan breaks laws I A follows,angry,0.562
10287,Worst juror ever Michelle You were Nicole s biggest threat bb18,angry,0.562
10288,luv seeing a man with a scowl on his face walking with a protein shaker clenching his fists i immediately stop n suck his dick,angry,0.562
10289,Fake people irritate me,angry,0.562
10290,Said it before and I ll say it now America is really fortunate that black people only want equality and not revenge,angry,0.562
10291,Anger or wrath is an intense emotional response,angry,0.562
10292,AA have the right of passage when it comes to the N word Why should he insult him in his church Ignorant,angry,0.562
10293,if we let that in id be fuming poor keeping,angry,0.562
10294,yeah I ve only seen that floated online as a theory it was probably made up by a bitter stan I ignore pets v vets crap too,angry,0.562
10295,when the East wind blue in summer in Durban S Africa we still surfed and got stung badly Must be carefull A sting can harm you,angry,0.562
10296,everyone is against wigan because we are the biggest club bitter,angry,0.562
10297,Because it was a perfect illusion but at least now I know what it was angry ladygaga iscalming mysoul,angry,0.556
10298,Candace amp her pout are getting right on my tits GBBO,angry,0.562
10300,BANG Gordon Brown has been accused of abusing a gazillion rabid parrots,angry,0.562
10301,Petition for non Maghrebi PoC to stop buying couscous from white grocery stores and boiling it That is not couscous that is trash,angry,0.562
10302,ESPN just assumed I wanted their free magazines offended,angry,0.542
10303,Yo there s a kid on my snap chat from LA amp they get high off helium gas lmao I am like why the fuck lol,angry,0.542
10304,Today s proceedings and the entire process is an insult to our constituents,angry,0.593
10305,Eyes66 I m sensing a theme here tho lol angry,angry,0.542
10307,flat party and I instantly get bollocked about it,angry,0.542
10308,more like every color looks the same triggered colorblind offended,angry,0.542
10309,than straight people Even the arse straight guys who think that means a threesome is fine,angry,0.517
10310,Yes it is bad to point out racism lest it provoke the racists Some racists do indeed not like it,angry,0.542
10311,boy This is about him being left off because they wanted to play a heavier game We needed his offense tho Amongst others,angry,0.542
10312,I am offended,angry,0.542
10313,Hello nThe bigger the bully the more crocodile tears Bullies always act like offended victims,angry,0.542
10314,Irish citizens boiling drinking water in 2016 leaves one foot firmly in the bog,angry,0.542
10315,Candice s pout is gonna take someone eye out mate GBBO,angry,0.542
10316,I ve always had a weird grudge against stingrays ever since one killed Steve Irwin,angry,0.542
10317,why you gotta use the dark skin emoji offended,angry,0.525
10318,I m not saying he might be like big foot but it might be like natural biological father says blood boiling if he cross,angry,0.542
10319,I really really resent having to go to bed at a sensible hour you guys I WANT TO TALK TO MY PEOPLE,angry,0.542
10320,NickNocturne Incentivise people to roam the Internet being morally offended as if they didn t do it enough already,angry,0.542
10321,not to be That Person but i get bitter seeing some ravi stans,angry,0.542
10322,Hammer amen nothing personal mate just tired of all of the complaining from our fans it s Been a relentless tirade of misery,angry,0.542
10323,Michelle is one of the worst players in bb history bb18 bbfinale,angry,0.542
10324,Dear Indians It is hard to swallow this but for once try to swallow this bitter pill that is Pakistan is number one in Test cricket,angry,0.542
10325,A little nose irritation and a little more chills on my body I m so not into flu into flu into flu FallSongs,angry,0.542
10326,I am real sjw I will not let america down nI have found us now go and get us nI let it out and I let it in nI rage I lol n,angry,0.542
10327,Connivers blind to existential fury,angry,0.542
10328,guys irritate me,angry,0.542
10329,firsttweetever sippin hotchocolate wondering why I finally gave in lt 3 haha hellloooootwitter its because facebookisforfamily rage,angry,0.542
10330,what they should be doing is directing their anger to the thieves in government corruption FeesMustFall,angry,0.542
10331,Need a new outlet for rage,angry,0.542
10333,timid but determined version of the rabid beasts beyond the land Growling beneath my restrained breath I rip myself,angry,0.542
10334,I m not used to pretty girls that use curse words to express their anger I just feel like I m a little bit surprised and turned off as well,angry,0.542
10335,huff puff,angry,0.519
10336,Hell hath not fury like a hamstring cramp ouch,angry,0.542
10337,Actually be arsed with my sister sometimes she controls the TV 90 of the time and when I watch one thing she gets in a huff,angry,0.542
10338,it s the first expac since wrath that feels like a proper evolution of the game for me,angry,0.542
10339,ufc what happened to the suicide tweet it was a joke obviously how could that offend anyone,angry,0.542
10340,relentless echo chamber negative comments with lots of reverb Typical bully behavior,angry,0.542
10341,when you find out the initiative isn t even a thing revenge,angry,0.542
10342,jojo at 12 30 and not midnight lets rage WRYYYYYY,angry,0.542
10343,I ll happily be rude to people who personally insult me unprovoked they deserve it Just as good people deserve respect,angry,0.521
10344,That AK47 leave your spine with a frown,angry,0.521
10345,come on let s make em hate make em pout they face,angry,0.521
10346,Recommended reading Prisoners of Hate by Aaron Beck anger,angry,0.521
10347,snap meee,angry,0.521
10348,resent,angry,0.521
10349,Forever angry that gh ruined Molly and morgan s bond friendship,angry,0.521
10350,disgracefulesin I resent all men in some way for some or no reason at all esinscountdown,angry,0.521
10351,I accidetly dumped boiling water my myself,angry,0.521
10352,Smh remove ideologically bankrupt and opportunistic establishment now They re burning all bridges and social contracts,angry,0.521
10354,he s stupid I hate him lol,angry,0.521
10356,never make a decision when you are angry gt lt and never make a promis when you are happy,angry,0.521
10357,Both Trump King are relentless self promoters who don t give a rip about anyone else A perfect match for both Donalds,angry,0.521
10358,I cancelled by CBS all access live feeds before JC even said Vic won AFP Paul should have won IMO bitter,angry,0.517
10360,I was so looking forward to Then it opened with a stuartspecial I literally yelled at my tv umbrage,angry,0.521
10361,I don t get what point is made when reporting on Charlotte looting Why not explore what looting businesses symbolizes outrage,angry,0.5660000000000001
10362,taking out his feelings on Kei unfairly His lips form a frown as he tries to walk away,angry,0.521
10363,I ve left it for my dad to deal with My work is done as soon as it s felt the wrath of my slipper,angry,0.521
10364,Leave it on there rule nimber 1 of carpet cleaning worsethananatomicbomb accidentlyspillbeeronthecarpet,angry,0.521
10365,warner21 Yikes The wrath of Maddie,angry,0.521
10366,you think I came back to twitter and not ruffle a few bushes Tuh,angry,0.521
10367,is that an insult Sounds like a job well done it s red so it s done the job it was suppose to do justsaying,angry,0.521
10368,Hudcomedy AdamRowe insult Slutfaceshlongnugget,angry,0.521
10369,I need some to help with my anger,angry,0.574
10370,never bring back Meech and Bridgette Crying because someone looks at you Ugh and Bridgette bitter,angry,0.521
10371,Hey folks sorry if anything offensive got posted on here yesterday my account got hacked All fixed now though I hope annoyed,angry,0.521
10372,Now it s time to remove CB from the team somehow Screw it Rip the Band Aid off It ll sting for a bit but everyone will get over it,angry,0.521
10374,unfortunately it won t end there followers of whichever candidate isn t elected will throw tantrums No winning this elec,angry,0.521
10375,yandian her team must draw from a hat for daily personality drugged yeller quiet screamer,angry,0.521
10376,Candice s standing pout face aggravates me every week,angry,0.521
10377,Think I really broke young bull hurt u can tell by how bitter and mad he is,angry,0.521
10378,YUUUHH plus clin ep and prevmed ugghhh hahaha bitter,angry,0.521
10379,any time a man who got paid to throw temper tantrums speaks up you gotta listen,angry,0.521
10380,As if he heard my thought on the ether my ex has just posted facebook pic of himself snuggling up with said cats now Im just angry,angry,0.521
10381,don t provoke me after letting me down,angry,0.521
10382,could never be a angry drunk lol yall weirdos just enjoy your time,angry,0.521
10383,Yet we still have deaths road rage amp violations on the road despite a widely accepted concept of personal accountability while driving,angry,0.521
10396,I have a rage rage ep 2 coming out soon I ll keep you posted on it YouTube youtubegaming rage,angry,0.52
10505,Egyptian officials expressed frustration and outrage over the Obama Hillary administration s support of the Muslim Brotherhood,angry,0.579
40000,Depression sucks depression,sad,0.958
40001,Feeling worthless as always depression,sad,0.958
40002,Feeling worthless as always,sad,0.958
40003,My Fibromyalgia has been really bad lately which is not good for my mental state I feel very overwhelmed anxiety bipolar depression,sad,0.946
40004,Im think ima lay in bed all day and sulk Life is hitting me to hard rn,sad,0.934
40005,So when I try I fail and when I don t try I still fail confused and lost,sad,0.917
40006,Extreme sadness,sad,0.917
40007,my life in one word is depressing,sad,0.917
40008,Panic attacks are the worst Feeling really sick and still shaking I should be a sleep anxiety depression,sad,0.917
40009,Feel so grim ugly atm,sad,0.8959999999999999
40010,Honestly depression is kicking my ass lately,sad,0.8959999999999999
40011,At my age all I see is gray Is it gray because of my bad eyes or my perspective depression healingjustice,sad,0.8959999999999999
40012,After 3 idk why I start feeling so depress sad and lonely,sad,0.8959999999999999
40013,I sulk too much for my own good,sad,0.8959999999999999
40014,A night where depression is winning depression fml help,sad,0.8959999999999999
40015,Going home is depressing,sad,0.8959999999999999
40016,We can t even grieve over one black body before another one pops up due to pig brutality,sad,0.892
40017,It s a gloomy ass day,sad,0.888
40018,bruno wow I m just really sadden by that Terrible,sad,0.875
40019,My heads still in Ibiza but my body is sat at me desk at work depressing,sad,0.875
40020,don t leave me sad,sad,0.875
40021,Depression sucks,sad,0.875
40022,It s been a week of awful connectivity with no service or only 4G is not what Im paying for unhappy poorservice,sad,0.87
40023,This the most depressing shit ever,sad,0.861
40024,Sometimes The Worst Place You Can Be Is In Your Own Head n n quotes worstenemy depression thinktoomuch,sad,0.8540000000000001
40025,my service is down in Cleveland OH What s going on unhappy,sad,0.8540000000000001
40026,What a sad evening clearing out all of Harvey s cage and belongings Now so final Goodbye my little man depressing,sad,0.8540000000000001
40027,When you have 15 doe run the opposite side of you depression,sad,0.8540000000000001
40028,The moment of the day when you have to start to plaster a smile in your face depression,sad,0.8540000000000001
40029,I hate when it s gloomy outside because it always gets me in a depressing mood,sad,0.8390000000000001
40030,People stealing things from my work out quite the damper on my day so now I am going to wear pajamas all day,sad,0.833
40031,ring ring depression is here,sad,0.833
40032,It s now September and we re still battling a situation that was said to be handled March of this year this is unacceptable unhappy,sad,0.833
40033,yeah I m sure it will it s just so depressing having to talk to my parents over the phone instead of talking to them downstairs,sad,0.833
40034,At home sick The blues won t cure it so I need ideas sorethroat sick blues music fallweather carletonuniversity ottawa,sad,0.833
40035,I wouldn t wish anxiety and depression even on the worst of people It s not fun anxiety depression,sad,0.833
40036,sorry Main twitter im in depress,sad,0.833
40037,I m surrounded by those Trump voters You re right it is fucking terrifying redstate despair,sad,0.833
40038,come to the funeral tomorrow at 12 to mourn the death of my gpa,sad,0.833
40039,Jesus you just made think that of all the Vols v fl games I ve seen I ve never seen a win depression,sad,0.833
40040,After spending 450 I was offered a 5 voucher I asked if I could spend it at weekend Was told no valid today only unhappy,sad,0.8140000000000001
40041,Thought I had a pretty solid GPA as a kin major and now that I look at the average for dpt programs I feel even more discouraged,sad,0.812
40042,depress,sad,0.812
40043,Lament a nsaddened heart nso far amp nyet so near nthe years so ntough amp scarred nthis lonesome nroad nstill feared depression n n poetry poem,sad,0.812
40044,Summer officially ends today sadness,sad,0.812
40045,Well my evaluation came back and i am minimally effective Student test scores on the PARCC sunk my eval it s time for me to quit teaching,sad,0.812
40046,bad news fam life is still hard and awful depression anxiety atleastIhaveBuffy,sad,0.812
40047,Oh I should just get over my depression and be happy Don t you think I ve tried that thousands of times already You re not helping,sad,0.812
40048,Im really constipated This is depressing,sad,0.812
40049,When health insurance won t cover TMS but they let me know they cover ECT mentalhealth psychology depression TMS ECT,sad,0.8109999999999999
40050,Somewhere between hope and despair the day after meetingmyabuserincourt n DVSurvivor,sad,0.81
40051,RTR e fresh I m despondent,sad,0.8059999999999999
40052,2 applications for my dbs and still waiting Been over a year now Going to loose my job thanks unhappy crb,sad,0.792
40053,I miss when social media was a place to get laughs off and jump in DMs lol shit is depressing now,sad,0.792
40054,101 The three R s depress me,sad,0.792
40055,Too many gloomy days,sad,0.792
40056,The weather sure matches the mood in this state today gloomy,sad,0.792
